game_id,headline,description
401715429,Osobor's double-double helps send Washington past UC Davis in Sprinkle's debut,Great Osobor scored 15 points and tied a career high grabbing 17 rebounds and Washington rallied late to beat UC Davis 79-73 to usher in the Danny Sprinkle era on Tuesday night.
401715607,Karaban has big all-around game as No. 3 UConn beats Sacred Heart 92-56 in season opener,"Alex Karaban had 20 points, seven assists, seven blocks and six rebounds as No. 3 UConn opened the season with a 92-56 win over Sacred Heart on Wednesday night."
401714641,Kelly and Jones lead No. 11 Auburn to easy 94-43 win over Vermont,"Miles Kelly scored 21 points, Denver Jones added 16 and No. 11 Auburn cruised to a 94-43 season-opening home victory over Vermont on Wednesday night."
401715448,No headline found,No description found
401711682,John Calipari wins Arkansas debut as 16th-ranked Razorbacks beat Lipscomb 76-60,John Calipari won his debut as Arkansas coach when the 16th-ranked Razorbacks held off a second-half rally by Lipscomb and pulled away for a 76-60 victory Wednesday night.
401707857,No headline found,No description found
401715422,Freshman sensation Dylan Harper scores 20 points in No. 25 Rutgers' 75-52 win over Wagner,Freshman standout Dylan Harper scored 20 points in his highly anticipated debut to lead No. 25 Rutgers to a 75-52 win over Wagner on Wednesday night in the season-opener for both schools.
401722089,"Quion Burns scores 16 in double-double, Maine defeats Maine-Fort Kent 98-47",Quion Burns scored 16 points and grabbed 10 rebounds as Maine beat Maine-Fort Kent 98-47 on Wednesday night.
401721170,"Ivanauskas scores 16, Mercyhurst beats Morgan State 78-73",Mykolas Ivanauskas had 16 points in Mercyhurst's 78-73 win over Morgan State on Wednesday night.
401727839,"Huibregste scores 22, Wright State knocks off Ohio Christian 89-60",Alex Huibregste scored 22 points as Wright State beat Ohio Christian 89-60 on Wednesday night.
401727321,No headline found,No description found
401727280,No headline found,No description found
401724704,No headline found,No description found
401723769,No headline found,No description found
401722094,No headline found,No description found
401721151,Adams' 21 lead CSU Northridge over Le Moyne 97-75,Marcus Adams Jr. scored 21 points as CSU Northridge beat Le Moyne 97-75 on Wednesday night.
401720478,No headline found,No description found
401720454,"Johnston scores 31, High Point defeats Coppin State 93-51",Chase Johnston's 31 points led High Point over Coppin State 93-51 on Wednesday night.
401719268,No headline found,No description found
401718456,No headline found,No description found
401715681,"Braeden Shrewsberry, Markus Burton lead veteran Notre Dame past Stonehill 89-60 in opener",Braeden Shrewsberry and Markus Burton scored 18 points each and Notre Dame opened its season with an 89-60 victory over Stonehill on Wednesday night.
401715616,Columbia beats Villanova 90-80,Geronimo Rubio De La Rosa scored 22 points as Columbia beat Villanova 90-80 on Wednesday night.
401715466,Sorber scores 20 in Georgetown's 85-77 victory over Lehigh,Thomas Sorber scored 20 points and grabbed 13 rebounds as Georgetown won its season opener with an 85-77 victory over Lehigh 85-77 on Wednesday night.
401700452,Virginia outlasts Campbell to give interim head coach Ron Sanchez a victory in his debut,"Freshman Jacob Cofie had 16 points, Elijah Saunders scored nine of his 11 points in the second half and Virginia outlasted Campbell 65-56 on Wednesday night to begin the Ron Sanchez era."
401724528,No headline found,No description found
401715667,Georgia Tech wins opener 85-62 over West Georgia behind McCollum's 18 points and Reeves' 15,"Javian McCollum scored 18 points, Kowacie Reeves Jr. added 15 and Georgia Tech won its opener 85-62 against West Georgia on Wednesday night."
401727241,Vuga's 24 lead UAPB over Champion Christian 99-57,Klemen Vuga's 24 points and 11 rebounds helped UAPB defeat Champion Christian 99-57 on Wednesday night.
401726022,Forte scores 23 as South Dakota downs Texas A&M-Commerce 91-83,Chase Forte's 23 points helped South Dakota defeat Texas A&M-Commerce 91-83 on Wednesday night.
401725959,Eastern Illinois beats Earlham 97-61,Artese Stapleton scored 17 points as Eastern Illinois beat Earlham 97-61 on Wednesday night.
401715387,Garcia scores 30 and Minnesota wins its opener 80-57 over Oral Roberts,Dawson Garcia scored 30 points and Minnesota defeated Oral Roberts 80-57 on Wednesday night in the season opener for both.
401714917,"Reed scores career-best 24 points, Carter adds 21 in LSU's season-opening win over UL Monroe 95-60","Jalen Reed scored a career-high 24 points, Cam Carter added 21 and LSU won its season opener with a 95-60 victory over UL Monroe on Wednesday night."
401725199,Todorovic's 25 lead Pepperdine past Western Illinois 77-64,Stefan Todorovic scored 25 points as Pepperdine beat Western Illinois 77-64 on Wednesday night.
401722214,Stanley's 15 help Boise State down Oakland 87-43,O'Mar Stanley's 15 points helped Boise State defeat Oakland 87-43 on Wednesday night.
401721277,Aubin Gateretse scores 24 in Utah State's 101-46 victory over Alcorn State,Aubin Gateretse scored 24 points and Utah State won its season opener 101-46 over Alcorn State on Wednesday night.
401718465,Cook scores 25 as Eastern Washington beats Seattle U 93-86,Andrew Cook scored 25 points as Eastern Washington beat Seattle U 93-86 on Wednesday night.
401725203,No headline found,No description found
401722263,No headline found,No description found
401706151,Rider defeats San Diego 68-67,TJ Weeks Jr.'s 19 points helped Rider defeat San Diego 68-67 on Wednesday night.
401714889,Alex Condon scores a career-high 23 points as No. 21 Florida tops Jacksonville 81-60,"Alex Condon scored a career-high 23 points, Alijah Martin added 15 and No. 21 Florida beat Jacksonville 81-60 in its home opener Thursday night."
401727345,No headline found,No description found
401711730,No headline found,No description found
401722323,CSU Bakersfield beats Bethesda (Calif.) 122-53,Jemel Jones had 19 points in CSU Bakersfield's 122-53 win over Bethesda (Calif.) on Thursday.
401721996,No headline found,No description found
401726017,Lane's 19 lead Delaware past Robert Morris 81-77,Niels Lane had 19 points in Delaware's 81-77 win over Robert Morris on Thursday night.
401721226,Chad Moodie leads Alabama A&M over NAIA member Oakwood 121-78 in season opener,Chad Moodie had 13 points in Alabama A&M's 121-78 victory over NAIA member Oakwood on Thursday night.
401727494,No headline found,No description found
401727425,No headline found,No description found
401727314,No headline found,No description found
401727307,No headline found,No description found
401722607,"Teel scores 20, Indiana State downs Eureka 93-48",Samage Teel scored 20 points as Indiana State beat Eureka 93-48 on Thursday night.
401722082,No headline found,No description found
401721668,"Ethan Roberts scores 25, Pennsylvania downs Maryland-Eastern Shore 87-84",Ethan Roberts scored 25 points to help Pennsylvania defeat Maryland-Eastern Shore 87-84 on Thursday night.
401721132,No headline found,No description found
401721075,No headline found,No description found
401721050,No headline found,No description found
401721018,O'Connor's bucket gives Stony Brook win over Central Michigan 73-72,"Collin O'Connor led Stony Brook with 16 points, including the game-winning layup with three seconds left, and the Seawolves took down Central Michigan 73-72 on Thursday night."
401711743,"Harris scores 23, North Florida defeats Charleston Southern 90-66",Josh Harris' 23 points helped North Florida defeat Charleston Southern 90-66 on Thursday night.
401700462,"Spillers has 15 points, 16 rebounds in Wake Forest's 80-64 win over North Carolina A&T",Tre’Von Spillers had 15 points and 16 rebounds and Wake Forest shook off North Carolina A&T 80-64 on Thursday night.
401722296,UAB secures 98-84 win against Southern Miss,Christian Coleman and Yaxel Lendeborg each scored 21 points in UAB's 98-84 victory against Southern Miss on Thursday night.
401727342,No headline found,No description found
401727060,No headline found,No description found
401721764,Williamson and Bucknell secure 75-69 OT win over Southern Indiana,"Noah Williamson scored 32 points, including seven in overtime, and Bucknell beat Southern Indiana 75-69 on Thursday night."
401718347,Edwards scores 13 as Loyola Chicago beats Detroit Mercy 87-65,"Sheldon Edwards, Jalen DeLoach and Jayden Dawson scored 13 points apiece to lead Loyola Chicago to an 87-65 victory over Detroit Mercy on Thursday night."
401715864,Anderson's 19 lead Northern Iowa over Milwaukee 87-68,Tytan Anderson had 19 points in Northern Iowa's 87-68 victory against Milwaukee on Thursday night.
401715457,DePaul beats Prairie View A&M 92-59,Isaiah Rivera's 17 points helped DePaul defeat Prairie View A&M 92-59 on Thursday night.
401715440,Max Klesmit scores 26 to guide Wisconsin to 79-67 victory over Montana State in Bobcats' opener,Max Klesmit hit six 3-pointers and scored 26 points to help Wisconsin defeat Montana State 79-67 on Thursday night in the Bobcats' season opener.
401715379,"Iowa makes 18 from deep, beats Southern 89-74 behind Pryce Sandfort's career-high 6 3s, 22 points",Pryce Sandfort had career highs with six 3-pointers and 22 points to lead Iowa to an 89-74 victory over Southern on Thursday night.
401711754,Marquel Sutton scores 25 to help Omaha hold off Stetson 79-76,Marquel Sutton had 25 points in Omaha's 79-76 win over Stetson on Thursday night.
401706152,Kohler's career night sends Michigan State to 96-60 win over Niagara with top-ranked Kansas up next,Jaxon Kohler came off the bench to post career highs of 20 points and 13 rebounds and Michigan State warmed up for a meeting with top-ranked Kansas with a 96-60 victory over Niagara on Thursday night.
401700443,"Miller scores 20 with 9 rebounds, 9 assists as SMU beats FAMU 102-73",Kevin “Boopie” Miller scored 20 points with nine rebounds and nine assists Thursday night and Yohan Traore added 19 points and 10 rebounds to help SMU beat Florda A&M 102-73.
401732252,Wright scores 16 as North Texas downs Wayland Baptist 80-38,Atin Wright scored 16 points as North Texas beat Wayland Baptist 80-38 on Thursday.
401722599,Kinziger's 20 lead Illinois State past North Dakota State 77-68,Johnny Kinziger's 20 points helped Illinois State defeat North Dakota State 77-68 on Thursday night.
401720708,No headline found,No description found
401722149,Taylor scores 23 as Air Force defeats Jacksonville State 73-67,Ethan Taylor's 23 points helped Air Force defeat Jacksonville State 73-67 on Thursday night.
401725350,Saint Mary's (CA) defeats Chattanooga 86-74,Augustas Marciulionis scored 27 points as Saint Mary's (CA) beat Chattanooga 86-74 on Thursday.
401720871,"Josh Cohen, Saint Thomas help USC fend off Idaho State 75-69",Josh Cohen had 19 points and Saint Thomas hit a late 3-pointer to help Southern California hold off Idaho State 75-69 on Thursday night.
401719648,Habib's 29 help Portland State down Evergreen State 131-84,Ismail Habib scored 29 points as Portland State beat Evergreen State 131-84 on Thursday.
401719348,"Cal breaks game open in second half, beats Cal Poly 91-73","Jovan Blacksher Jr. scored 18 points, Andrej Stojakovic added 15 and California erased Cal Poly's early double-digit lead, going on to a 91-73 victory on Tuesday night."
401720558,Johnson's 30 lead UC Davis past Idaho 79-75,Ty Johnson put up 30 points as UC Davis beat Idaho 79-75 on Thursday.
401720539,"Madsen twins combine for 11 3s, 40 points to lead Utah past Central Arkansas 98-63","Gabe Madsen scored 25 points, surpassing 1,000 for his career and Utah poured in 19 3-pointers to roll past Central Arkansas 98-63 on Thursday night."
